predict,phat
0.9773392,0.022660796
0.9818611,0.018138902
0.8572879,0.14271209
0.96951956,0.030480443
0.986033,0.013966962
0.8663184,0.13368163
0.9490305,0.050969433
0.97491914,0.025080826
0.9926507,0.0073493677
0.8042584,0.19574165
0.70081556,0.2991844
0.98425066,0.015749354
0.91184735,0.08815267
0.9951363,0.0048636515
0.9045371,0.095462985
0.76047456,0.23952547
0.96912897,0.030871017
0.9669498,0.033050153
0.8852925,0.11470751
0.98110265,0.018897383
0.99343735,0.0065626483
0.98120636,0.018793644
0.9886362,0.011363776
0.69864047,0.30135953
0.80229837,0.19770165
0.98453575,0.015464213
0.9418255,0.058174517
0.9549501,0.045049876
0.915604,0.08439608
0.9453717,0.054628287
0.9884234,0.011576555
0.89539075,0.10460923
0.85934806,0.14065196
0.99335164,0.006648396
0.9824076,0.017592328
0.8624382,0.13756178
0.9430182,0.056981806
0.87312484,0.1268751
0.9396622,0.060337745
0.9870859,0.012914187
0.9859818,0.014018204
0.76790464,0.23209536
0.99433374,0.005666261
0.98679173,0.013208221
0.990366,0.009634007
0.9185574,0.08144256
0.9901676,0.009832335
0.9527871,0.04721298
0.994582,0.0054180203
0.5222488,0.47775117
0.9932742,0.006725766
0.98562616,0.014373842
0.9313902,0.06860977
0.96702373,0.0329762
0.989369,0.010631049
0.9577575,0.042242516
0.85760134,0.14239867
0.96177274,0.038227193
0.95024294,0.049756985
0.98738086,0.012619131
0.91888684,0.08111317
0.8036663,0.19633365
0.98230803,0.017691934
0.9280954,0.071904585
0.99535525,0.004644746
0.91688055,0.08311949
0.89620596,0.10379399
0.9879117,0.012088296
0.9918023,0.0081977835
0.9942093,0.005790699
0.7687508,0.23124921
0.76980066,0.23019935
0.77268994,0.22731003
0.99496835,0.0050316257
0.96276003,0.03723994
0.9156786,0.08432134
0.5304935,0.46950647
0.8494144,0.15058553
0.89323735,0.10676265
0.9951963,0.004803689
0.82060415,0.17939582
0.9348408,0.06515923
0.97073865,0.029261313
0.993137,0.0068630534
0.9959798,0.0040202094
0.9706815,0.029318506
0.9138854,0.08611462
0.90860474,0.09139521
0.98904794,0.0109521
0.92367303,0.076326974
0.98227453,0.017725453
0.88814473,0.11185521
0.99140173,0.008598316
0.85255784,0.14744219
0.99536276,0.004637155
0.79670817,0.20329183
0.9545907,0.045409285
0.9311918,0.06880822
0.9918806,0.00811943
0.9930549,0.0069450443
0.97995466,0.02004528
0.92656267,0.073437355
0.68354696,0.316453
0.7635525,0.23644754
0.80990547,0.19009456
0.97724867,0.02275136
0.84299237,0.15700762
0.98181456,0.018185427
0.9573381,0.0426619
0.99338657,0.006613415
0.97819614,0.021803912
0.8070334,0.19296661
0.7839734,0.21602656
0.8622402,0.13775977
0.995854,0.004146023
0.8978544,0.10214559
0.64898586,0.3510142
0.97359234,0.026407707
0.95572275,0.044277303
0.9375323,0.06246764
0.94131756,0.058682438
0.80712134,0.19287871
0.991998,0.008002019
0.98976445,0.01023559
0.9907408,0.009259288
0.9883385,0.011661476
0.9526647,0.047335308
0.942255,0.057744987
0.7991412,0.20085876
0.98318946,0.016810486
0.9564246,0.04357536
0.99511397,0.0048859944
0.8477433,0.1522567
0.98241615,0.017583834
0.9793873,0.020612728
0.7459097,0.25409025
0.9974947,0.00250527
0.9875004,0.0124996025
0.9617086,0.038291465
0.8649625,0.13503753
0.91051614,0.089483805
0.9882952,0.011704836
0.8603691,0.13963091
0.8221653,0.17783467
0.7127869,0.28721312
0.7851445,0.2148555
0.8891971,0.11080295
0.6659465,0.33405355
0.95341724,0.046582732
0.8362483,0.16375175
0.9887582,0.011241762
0.9452792,0.054720823
0.93739223,0.06260775
0.9836866,0.016313331
0.917716,0.082284
0.97967243,0.020327501
0.7033552,0.2966448
0.97192085,0.028079133
0.9876316,0.01236838
0.721549,0.278451
0.810625,0.18937498
0.9951369,0.0048630517
0.70322496,0.29677504
0.92941606,0.07058395
0.85636324,0.14363672
0.95177156,0.048228443
0.8082993,0.19170067
0.80642176,0.19357823
0.9810069,0.018993005
0.9704732,0.029526882
0.6889998,0.3110002
0.8061494,0.19385059
0.99016666,0.009833277
0.98489285,0.015107199
0.80232626,0.19767377
0.8598492,0.1401508
0.9866845,0.013315484
0.9881719,0.011828103
0.84016657,0.1598334
0.95509523,0.04490473
0.78075427,0.21924572
0.80972385,0.19027616
0.99538285,0.0046171043
0.8812796,0.11872042
0.9788968,0.02110319
0.98900026,0.010999716
0.9899597,0.010040242
0.8312915,0.16870853
0.83740497,0.162595
0.9924321,0.007567928
0.96403927,0.03596078
0.69864047,0.30135953
0.99634284,0.003657187
0.9305814,0.06941862
0.8342292,0.16577081
0.8096133,0.19038671
0.92465276,0.07534728
0.8638967,0.13610332
0.6547183,0.3452817
0.8218752,0.17812483
0.91354364,0.08645635
0.8448193,0.15518065
0.84568626,0.15431377
0.97703105,0.022968909
0.9788021,0.021197923
0.99439394,0.005606096
0.99217284,0.007827119
0.85368836,0.1463117
0.9936098,0.0063901884
0.830757,0.16924298
0.95949066,0.040509377
0.81766355,0.18233642
0.8868463,0.113153666
0.89332104,0.10667896
0.8062964,0.19370353
0.9938828,0.006117291
0.9888532,0.0111467615
0.8680984,0.1319016
0.9635837,0.036416274
0.9866171,0.013382961
0.7250786,0.27492148
0.96314424,0.03685579
0.750115,0.24988498
0.95316535,0.04683463
0.98801744,0.01198257
0.99237895,0.0076210843
0.9691887,0.030811312
0.759779,0.24022104
0.9180622,0.08193775
0.93007326,0.06992667
0.9832802,0.01671985
0.9307359,0.06926409
0.9858601,0.014139899
0.9697944,0.030205661
0.96516,0.03484
0.8888535,0.11114658
0.96818113,0.031818833
0.98915803,0.010841968
0.873678,0.126322
0.9337458,0.06625419
0.94629073,0.05370922
0.9838188,0.016181171
0.9929229,0.007077048
0.99017227,0.009827646
0.9869811,0.0130188605
0.98719376,0.01280617
0.9833662,0.016633883
0.9855656,0.01443436
0.9179551,0.082044855
0.7198725,0.28012756
0.98510057,0.014899448
0.68887573,0.31112427
0.9734885,0.026511472
0.9887554,0.011244572
0.9807544,0.019245628
0.9052346,0.094765425
0.9887537,0.011246332
0.9667846,0.03321545
0.99126303,0.0087369345
0.97853684,0.021463124
0.99158114,0.008418899
0.9321447,0.067855306
0.8262373,0.17376274
0.96338207,0.03661795
0.9878628,0.012137155
0.9371019,0.062898114
0.9803759,0.019624092
0.9834773,0.016522698
0.9882752,0.011724815
0.7489296,0.25107038
0.8957139,0.10428606
0.8203339,0.1796661
0.9902192,0.009780777
0.93667066,0.06332934
0.8198774,0.18012269
0.989938,0.01006204
0.76633656,0.2336635
0.8930074,0.10699255
0.8486025,0.1513975
0.99385095,0.0061490713
0.85278994,0.14721005
0.90830564,0.091694295
0.8299764,0.17002358
0.99320704,0.0067929327
0.78193784,0.21806216
0.87811786,0.12188219
0.8863577,0.113642305
0.9616104,0.038389597
0.8705253,0.12947476
0.84571123,0.15428881
0.9381083,0.061891597
0.992971,0.007028964
0.9477883,0.052211717
0.98951095,0.010489052
0.9219538,0.07804615
0.99343914,0.006560854
0.9499294,0.05007058
0.98143446,0.018565584
0.9023844,0.0976156
0.8216901,0.17830984
0.83717155,0.16282848
0.99298674,0.007013253
0.9763739,0.023626067
0.9843908,0.015609219
0.87893015,0.121069826
0.8300269,0.16997312
0.8782286,0.12177137
0.989061,0.0109390505
0.8695609,0.13043906
0.9915854,0.008414681
0.87378484,0.12621517
0.92072284,0.079277195
0.99123317,0.008766814
0.9021091,0.09789094
0.7779368,0.22206312
0.7131996,0.28680035
0.79998213,0.20001785
0.8638904,0.13610965
0.9905758,0.009424146
0.8637595,0.13624051
0.9499879,0.050012078
0.70268154,0.2973185
0.99350256,0.006497467
0.9872017,0.012798276
0.9644283,0.03557165
0.8886164,0.11138356
0.9661456,0.0338544
0.99542904,0.0045709624
0.9452495,0.05475053
0.99277014,0.0072298367
0.9492593,0.05074076
0.9800142,0.019985825
0.99244267,0.007557316
0.9911527,0.008847296
0.9552898,0.0447102
0.800283,0.19971703
0.98230493,0.017695032
0.90624815,0.09375188
0.99136317,0.008636834
0.9879772,0.012022827
0.9537646,0.0462353
0.99439794,0.0056020296
0.990406,0.009593998
0.8691842,0.13081576
0.93183064,0.06816934
0.9265139,0.073486105
0.9741508,0.025849266
0.98689693,0.013103087
0.96975607,0.030243957
0.777312,0.22268796
0.9371291,0.0628709
0.8888519,0.11114811
0.97093034,0.02906966
0.9654592,0.03454078
0.8189231,0.18107684
0.7049582,0.2950418
0.98172575,0.018274203
0.7967745,0.20322545
0.86094403,0.13905601
0.9607149,0.039285127
0.9911159,0.008884052
0.9946032,0.0053967913
0.9815068,0.018493235
0.96548945,0.034510516
0.79955095,0.20044905
0.96969205,0.030307949
0.8234919,0.17650814
0.870437,0.12956297
0.6744425,0.3255575
0.8972565,0.10274351
0.8467486,0.15325138
0.84867704,0.15132302
0.9740097,0.025990304
0.80392194,0.19607803
0.8322174,0.16778257
0.72895044,0.27104956
0.9806685,0.019331535
0.82890844,0.17109157
0.9344905,0.065509565
0.9832425,0.016757514
0.928122,0.07187798
0.9505936,0.049406387
0.98340225,0.016597778
0.9876199,0.012380093
0.99333066,0.0066693006
0.90549713,0.09450286
0.85718036,0.1428196
0.9946561,0.0053439657
0.7258071,0.2741929
0.82923806,0.17076191
0.98984283,0.010157137
0.7001518,0.29984814
0.72212726,0.27787274
0.61933106,0.38066888
0.9932296,0.006770357
0.9991258,0.0008742469
0.99386,0.006140001
0.92786074,0.0721393
0.9682731,0.031726938
0.90922433,0.09077566
0.99527967,0.004720327
0.8282756,0.17172444
0.9453399,0.05466004
0.9668041,0.033195965
0.7858248,0.2141752
0.7602576,0.23974241
0.9980209,0.0019791063
0.85381,0.14619003
0.99483347,0.005166572
0.916435,0.08356501
0.9852357,0.0147643555
0.96556485,0.034435175
0.9335912,0.06640879
0.72663426,0.27336577
0.8201338,0.17986618
0.9945129,0.0054870467
0.99842095,0.0015790481
0.9675639,0.03243604
0.9701263,0.029873706
0.9768247,0.023175271
0.98429734,0.015702631
0.92677075,0.073229276
0.8929583,0.107041694
0.95519626,0.0448037
0.88989884,0.11010114
0.9984615,0.0015384941
0.9654697,0.034530323
0.89958173,0.100418255
0.9847285,0.015271465
0.9832761,0.016723905
0.86072713,0.13927288
1.0,3.5103891e-28
0.94150597,0.058494106
0.8794045,0.12059554
0.93218297,0.06781704
0.9920648,0.007935243
0.9760168,0.023983115
0.9142918,0.08570819
0.907132,0.09286794
0.9622874,0.03771254
0.7268024,0.2731976
0.99748,0.0025200022
0.83219945,0.16780053
0.85928744,0.14071254
0.9755927,0.02440735
0.97577196,0.024228068
0.8778359,0.12216408
0.8477056,0.15229437
0.93579334,0.06420662
0.74370545,0.25629458
0.83273834,0.16726169
0.9117541,0.08824588
0.99497896,0.005021007
0.8806939,0.11930612
0.8487504,0.1512496
0.8255135,0.1744865
0.9960913,0.003908713
0.99118197,0.0088180415
0.891666,0.108334064
0.89109933,0.108900614
0.8955228,0.10447729
0.782201,0.21779907
0.9850426,0.014957424
0.9276006,0.07239936
0.9621222,0.03787774
0.8400074,0.15999259
0.7301485,0.2698515
0.87924516,0.12075487
0.6437935,0.35620642
0.779494,0.22050598
0.97252053,0.027479423
0.9316681,0.068331935
0.989489,0.010510919
0.99126947,0.008730587
0.809903,0.19009691
0.9234645,0.076535515
0.9598963,0.040103644
0.8237913,0.17620865
0.9876984,0.01230165
0.9426201,0.057379887
0.9689192,0.031080844
0.7537116,0.24628843
0.98802316,0.011976876
0.9838388,0.016161164
0.990794,0.009206034
0.97303945,0.026960617
0.7125251,0.2874749
0.9134107,0.08658929
0.39155412,0.6084459
0.6533596,0.34664044
0.8814567,0.11854335
0.98123986,0.018760173
0.97855365,0.021446407
0.9082259,0.09177409
0.8856839,0.114316106
0.9658155,0.034184456
0.9842312,0.015768828
0.98162776,0.018372279
0.9717221,0.028277922
0.99114096,0.008859008
0.98733926,0.012660746
0.95299953,0.047000434
0.97576845,0.024231615
0.91415787,0.085842095
0.8136629,0.18633713
0.78666276,0.2133373
0.93277997,0.06722001
0.729328,0.27067202
0.8751907,0.12480931
0.9779709,0.022029048
0.98927176,0.010728237
0.9906222,0.00937773
0.9890689,0.010931135
0.73571646,0.2642835
0.83096313,0.16903687
0.9747195,0.025280423
0.9881941,0.011805875
0.8705961,0.12940384
0.8740009,0.1259991
0.98519343,0.014806595
0.98376966,0.016230296
0.85778385,0.14221619
0.91656816,0.08343176
0.86180425,0.13819568
0.58227664,0.4177234
0.9860714,0.01392855
0.66520107,0.33479893
0.877059,0.12294099
0.98100924,0.018990789
0.7825353,0.21746466
0.98289424,0.017105814
0.9636879,0.036312144
0.95304555,0.04695443
0.98710024,0.01289974
0.866924,0.13307604
0.79430014,0.20569982
0.9835904,0.016409628
0.96617746,0.033822566
0.9913961,0.008603919
0.97922254,0.020777479
0.98090404,0.019095954
0.8588604,0.14113957
0.9698687,0.03013125
0.98426,0.015739923
0.9842988,0.01570119
0.83508486,0.16491511
0.82294005,0.17705992
0.78114265,0.21885738
0.9900837,0.009916306
0.859423,0.14057702
0.9552113,0.044788714
0.993983,0.0060170763
0.9814425,0.018557478
0.9915059,0.008494122
0.9819967,0.018003274
0.8801666,0.119833395
0.7233675,0.27663252
0.8782618,0.1217382
0.99186724,0.00813272
0.92202973,0.077970326
0.9924975,0.00750241
0.67933905,0.3206609
0.99436694,0.005632975
0.98950523,0.010494734
0.8284631,0.17153692
0.80789346,0.19210656
0.9255758,0.07442427
0.88185364,0.118146405
0.95821184,0.04178813
0.9930167,0.0069832606
0.9252266,0.07477339
0.9333507,0.066649325
0.8011923,0.19880772
0.98533696,0.0146630695
0.8325955,0.16740452
0.9449538,0.055046186
0.36312732,0.6368727
0.9880355,0.011964525
0.9931244,0.006875653
0.81731117,0.18268888
0.9611726,0.038827356
0.9954255,0.004574516
0.9721105,0.02788944
0.9567,0.04329996
0.9718463,0.028153665
0.9472455,0.052754525
0.69751614,0.30248383
0.888171,0.11182903
0.9409212,0.059078828
0.98606795,0.013932022
0.9845841,0.0154159665
0.9737076,0.026292438
0.9629624,0.03703762
0.9934948,0.0065052
1.0,1.3362452e-15
0.9814138,0.01858614
0.88264495,0.11735511
0.94730955,0.05269049
0.8866095,0.11339053
0.99471164,0.005288428
0.993155,0.0068450714
0.906597,0.09340301
0.9648426,0.03515737
0.88708395,0.11291613
0.98620737,0.013792647
0.6722585,0.32774153
0.8624064,0.13759363
0.80222195,0.19777805
0.89359254,0.106407456
0.9071825,0.09281749
0.9390188,0.060981188
0.99267066,0.0073293396
0.8750255,0.12497451
0.92013484,0.07986514
0.9736487,0.026351279
0.8756839,0.12431607
0.9907506,0.009249354
0.90166384,0.09833619
0.76258415,0.23741584
0.8735251,0.1264749
0.9772953,0.022704713
0.95318687,0.04681306
0.9872393,0.012760738
0.6877459,0.312254
0.917106,0.08289402
0.9402258,0.059774175
0.87126434,0.12873569
0.9249779,0.075022124
0.9437193,0.056280676
0.9496414,0.050358642
0.87005424,0.12994578
0.9237079,0.07629207
0.9894623,0.010537699
0.7676997,0.23230028
0.98403233,0.015967615
0.8189899,0.18101013
0.99510753,0.004892439
0.9919728,0.008027236
0.85502255,0.14497747
0.9549714,0.0450286
0.9168676,0.08313237
0.7172046,0.2827954
0.8341137,0.16588636
0.8909975,0.10900251
0.9939574,0.006042583
0.9457174,0.054282553
0.8353912,0.16460875
0.870976,0.12902407
0.8192096,0.18079045
0.9921327,0.007867341
0.81717175,0.18282826
0.6917943,0.30820575
0.9760104,0.023989612
0.9251696,0.07483046
0.80944663,0.19055337
0.96985304,0.030146986
0.9953956,0.004604359
0.7235159,0.27648407
0.8421396,0.15786043
0.9933193,0.006680689
0.766877,0.233123
0.7775211,0.22247897
0.9584689,0.04153113
0.9786291,0.021370912
0.9924765,0.0075234305
0.98940116,0.010598852
0.9921934,0.00780662
0.9274153,0.07258462
0.9287985,0.07120153
0.9878505,0.012149544
0.98684365,0.013156421
0.9714972,0.028502848
0.89611137,0.10388858
0.7020671,0.29793295
0.8006591,0.19934087
0.6589716,0.34102836
0.81344056,0.18655947
0.9034166,0.096583396
0.87002635,0.1299737
0.69519335,0.30480668
0.9754587,0.024541281
0.97594804,0.024052003
0.9827252,0.017274855
0.98869985,0.011300113
0.9946179,0.005382129
0.86547625,0.13452375
0.98655474,0.013445194
0.89043546,0.10956455
0.96896553,0.0310344
0.98484117,0.01515885
0.9845851,0.015414852
0.7895529,0.21044704
0.99038637,0.009613618
0.8114287,0.18857123
0.9821066,0.017893296
0.98938984,0.010610221
0.9827572,0.017242776
0.9698607,0.03013939
0.9902665,0.0097334655
0.8869404,0.1130596
0.9925092,0.0074908016
0.9939434,0.006056569
0.97627664,0.023723364
0.9225986,0.07740139
0.9834479,0.016552115
0.9794423,0.020557733
0.86921805,0.13078193
0.9905421,0.0094578685
0.55579114,0.44420886
0.9620207,0.037979294
0.94558877,0.05441124
0.90744954,0.09255049
0.8041916,0.19580841
0.8877252,0.112274826
0.6638446,0.33615544
0.95408,0.04592006
0.9656811,0.03431895
0.9798147,0.020185305
0.8329886,0.16701134
0.721026,0.27897406
0.9137777,0.08622228
0.8930074,0.10699255
0.91143304,0.08856696
0.95758396,0.042416036
0.85189766,0.14810239
0.9930957,0.0069042696
0.985994,0.01400601
0.99431276,0.005687282
0.9775637,0.02243632
0.8489322,0.15106778
0.94763434,0.05236564
0.86043525,0.13956471
0.92220485,0.07779507
0.9295215,0.070478484
0.989934,0.010065958
0.7575367,0.24246325
0.9386791,0.061320867
0.98499185,0.015008149
0.91042197,0.08957804
0.91552013,0.0844799
0.9119681,0.08803191
0.82836336,0.17163666
0.705643,0.29435697
0.803706,0.19629398
0.9746532,0.025346804
0.99827516,0.0017247816
0.99610704,0.0038928841
0.8611224,0.13887756
0.8821182,0.11788184
0.78798354,0.21201646
0.94185776,0.058142263
0.9722464,0.027753627
0.9904757,0.00952428
0.9925653,0.007434672
0.8809034,0.11909663
0.92496896,0.07503108
0.9947536,0.0052463314
0.98320144,0.016798511
0.93604785,0.06395216
0.9955687,0.0044312696
0.9919212,0.008078872
0.6885818,0.31141818
0.9795395,0.020460501
0.94296443,0.057035506
0.9054238,0.09457614
0.9460531,0.053946957
0.9047508,0.0952492
0.989441,0.010559095
0.8430439,0.15695609
0.98111683,0.018883131
0.9923504,0.0076495362
0.95677453,0.043225437
0.98842025,0.011579743
0.98571616,0.014283847
0.9940578,0.0059421817
0.940479,0.05952096
0.98359364,0.016406389
0.8614572,0.13854277
0.97525215,0.024747852
0.9924999,0.0075000706
0.90597486,0.09402513
0.98799706,0.012002865
0.82781917,0.17218086
0.87699884,0.12300115
0.9703001,0.029699959
0.84639156,0.15360843
0.99248075,0.007519291
0.92715746,0.072842605
0.76724136,0.23275864
0.98106474,0.018935231
0.8288565,0.17114353
0.9725289,0.02747115
0.86891097,0.131089
0.8829728,0.117027216
0.8139891,0.18601085
0.98686486,0.013135141
0.9171129,0.082887135
0.9958366,0.0041633607
0.99139285,0.008607186
0.9670752,0.032924723
0.9818233,0.01817672
0.9290489,0.07095111
0.9698344,0.030165635
0.970327,0.029672965
0.97684026,0.023159787
0.9558523,0.044147704
0.9145517,0.08544838
0.8585795,0.14142048
0.8962746,0.10372532
0.98628694,0.013713054
0.992615,0.0073849866
0.9895565,0.010443464
0.9497485,0.05025154
0.9806106,0.019389383
0.8679047,0.13209532
0.98021555,0.019784452
0.74816954,0.25183043
0.97851497,0.021485027
0.9930293,0.006970667
0.9852925,0.014707447
0.862981,0.137019
0.94483924,0.055160727
0.95345885,0.046541203
0.8141116,0.18588841
0.92471665,0.075283274
0.9920637,0.007936282
0.95472443,0.045275576
0.86887264,0.1311274
0.99291116,0.0070888186
0.8543653,0.14563468
0.9529263,0.047073692
0.9673871,0.032612894
0.6602511,0.33974892
0.8395803,0.16041967
0.9955669,0.004433066
0.8949886,0.10501139
0.83865684,0.16134314
0.62080944,0.37919056
0.9920473,0.007952693
0.994103,0.0058969553
0.9810301,0.018969893
0.99015266,0.009847359
0.881016,0.118983954
0.9845132,0.015486794
0.99183536,0.008164709
0.98625803,0.013741932
0.98353416,0.01646589
0.93028986,0.069710106
0.98899966,0.011000402
0.99818856,0.0018114565
0.8933893,0.10661072
0.9887605,0.011239611
0.9865096,0.013490367
0.69516253,0.30483747
0.88628584,0.11371413
0.76678365,0.23321633
0.97843564,0.021564323
0.7188285,0.28117144
0.9857588,0.014241244
0.9942919,0.005708099
0.8159027,0.18409728
0.9423646,0.0576354
0.99585885,0.0041411947
0.99319386,0.0068061263
0.62703514,0.3729649
0.9302184,0.06978162
0.98834676,0.011653186
0.7515199,0.24848014
0.97943634,0.020563686
0.9876792,0.012320889
0.8267327,0.17326726
0.8919962,0.1080038
0.94264627,0.057353754
0.90116715,0.098832875
0.86179584,0.13820414
0.9849937,0.015006366
0.98976654,0.010233449
